BBOalert
1.,7},Please read chat#ra 1.7 - based on Garozzo's system for Italian Junior team and a little modification\\[Defensive bidding]\\-jump overcall 10-13 HCP; 6+ cards\\-normal overcall 0-16 HCP if very weak then 6+ cards & preemptive\\-take-out double 13-16 HCP and 3+ cards other suits OR 17+ HCP; any shape\\-Michael's + UNT\\-beware of prebalance t/o doubles and suit bids (10+ HCP)
1N--2C--2D--3D--,3S,4+!c; denies !d
1N--2C--2D--,3H,Smolen: 5+!s-4!h GF
1N--2C--2D--3H--,3S,sets !s
1N--2C--2D--3H--3S--,3N,5!s-4!h-2-2; 14+; slam interest
1N--2C--2D--3H--3S--,4C,splinter; slam interest
1N--2C--2D--3H--3S--,4D,splinter; slam interest
1N--2C--2D--3H--3S--,4S,
1N--2C--2D--,3N,promises a major
1N--2C--2D--,3S,Smolen:  5+!h-4!s; GF
1N--2C--2D--3S--,4C,cue with 3!h
1N--2C--2D--3S--,4D,cue with 3!h
1N--2C--2D--3S--,4H,3!h; bad for slam
1N--2C--2D--,4C,splinter; 6-4 majors; slam interest
1N--2C--2D--,4D,splinter; 6-4 majors; slam interest
1N--2C--2D--,4H,7!h-4!s-1-1; slam interest; NF
1N--2C--2D--,4S,7!s-4!h-1-1; slam interest; NF
1N--2C--,2H,4!h; denies 4!s
1N--2C--2H--,2N,invite; promises 4!s
1N--2C--2H--2N--,3C,max; asks for any shortness
1N--2C--2H--2N--3C--,3D,short !h
1N--2C--2H--2N--3C--,3H,short !d
1N--2C--2H--2N--3C--,3N,balanced
1N--2C--2H--2N--3C--,3S,short !c
1N--2C--2H--,2S,5+!s; 8-9 HCP
1N--2C--2H--2S--,2N,minimum; prefers 2N over 2!s
1N--2C--2H--2S--,3C,max; !c values
1N--2C--2H--2S--,3D,max; !d values but no !c values
1N--2C--2H--2S--,3S,3!s; invite
1N--2C--2H--2S--,4S,
1N--2C--2H--,3C,Please read chat#5+ minor; 4-1 in the majors; slam interest
1N--2C--2H--3C--,3D,relay
1N--2C--2H--3C--3D--,3H,5+m; 4!h; short !s; slam interest
1N--2C--2H--3C--3D--,3S,Please read chat#5+m; 4!s; short !h; slam interest depending on hearts
1N--2C--2H--,3D,minor suit stayman; slam interest
1N--2C--2H--3D--,3H,4!d
1N--2C--2H--3D--,3N,4333
1N--2C--2H--3D--,3S,4!c
1N--2C--2H--,3H,4+!h; 7-8; balanced
1N--2C--2H--,3N,promises 4!s
1N--2C--2H--,3S,4+!h; slam interest
1N--2C--2H--,4C,splinter; 4+!h-4+!s; slam interest
1N--2C--2H--,4D,splinter; 4+!h-4+!s; slam interest
1N--2C--2H--,4H,
1N--2C--2H--,4N,RKC for !h
1N--2C--2H--,4S,Please read chat#7!s-4!h-1-1; amazing !s suit; slam interest
1N--2C--,2N,4!s-4!h; minimum
1N--2C--2N--,3C,5+!c; slammish
1N--2C--2N--,3D,4+!h; transfer
1N--2C--2N--,3H,4+!s; transfer
1N--2C--2N--,3S,5+!d slammish
1N--2C--,2S,4!s; denies 4!h
1N--2C--2S--,2N,8-9; promises 4!h
1N--2C--2S--2N--,3C,max; asks for a singleton
1N--2C--2S--2N--3C--,3D,short !s
1N--2C--2S--2N--3C--,3H,short !d
1N--2C--2S--2N--3C--,3N,balanced
1N--2C--2S--2N--3C--,3S,short !c
1N--2C--2S--,3C,5+m-4M-1oM; slam interest
1N--2C--2S--3C--,3D,asks which
1N--2C--2S--3C--3D--,3H,5+m-4!h; short !s
1N--2C--2S--3C--3D--,3S,5+m-4!s; short !h
1N--2C--2S--,3D,slam interest minor suit stayman
1N--2C--2S--3D--,3H,4!d
1N--2C--2S--3D--,3N,4333
1N--2C--2S--3D--,3S,4!c
1N--2C--2S--,3H,4!s; slam interest
1N--2C--2S--,3N,promises 4!h
1N--2C--2S--,3S,4!s; 7-8 balanced
1N--2C--2S--,4C,splinter; 4+!s-4+!h; slam interest
1N--2C--2S--,4D,splinter; 4+!s-4+!h; slam interest
1N--2C--2S--,4H,Please read chat#7!h-4!s-1-1; amazing !h suit; slam interest
1N--2C--,3C,4!s-4!h; maximum
1N--2C--3C--,3D,4+!h; transfer
1N--2C--3C--,3H,4+!s; transfer
1N--2C--3C--,3S,5+!d slammish
1N--,2D,Please read chat#transfer; may have 5+!h or\\a) any 4441 GF\\b) 5m-1om-(4-3) GF
1N--2D--,2H,normal accept; only 4!h if minimum
1N--2D--2H--,2N,5!h invite
1N--2D--2H--2N--,3C,relay; asks shortness
1N--2D--2H--2N--3C--,3D,short !s
1N--2D--2H--2N--3C--,3H,short !d
1N--2D--2H--2N--3C--,3N,no shortness
1N--2D--2H--2N--3C--,3S,short !c
1N--2D--2H--2N--,3H,
1N--2D--2H--2N--,4H,
1N--2D--2H--,2S,some special GF hand; denies 5+!h
1N--2D--2H--2S--,2N,forced
1N--2D--2H--2S--2N--,3C,Please read chat#GF; 5!c-1!d-(4-3) max 13 HCP; or 444-1!d game or slam
1N--2D--2H--2S--2N--3C--,3D,relay with 0 or 2 majors
1N--2D--2H--2S--2N--3C--3D--,3H,5!c-4!h-3!s-1!d
1N--2D--2H--2S--2N--3C--3D--,3N,4!s-4!h-4!c-1!d; no slam
1N--2D--2H--2S--2N--3C--3D--,3S,5!c-4!s-3!h-1!d
1N--2D--2H--2S--2N--3C--3D--,4C,4!s-4!h-4!c-1!d; slam interest
1N--2D--2H--2S--2N--3C--,3H,relay; shows 4!h but denies 4!s
1N--2D--2H--2S--2N--3C--3H--,3N,444-1!d
1N--2D--2H--2S--2N--3C--3H--,3S,5!c-4!s-3!h-1!d
1N--2D--2H--2S--2N--3C--3H--,4C,5!c-4!h-3!s-1!d
1N--2D--2H--2S--2N--3C--,3S,relay; shows 4!s and denies 4!h
1N--2D--2H--2S--2N--3C--3S--,3N,5!c-4!h-3!s-1!d
1N--2D--2H--2S--2N--3C--3S--,4C,5!c-4!s-3!h-1!d
1N--2D--2H--2S--2N--3C--3S--,4D,444-1!d
1N--2D--2H--2S--2N--,3D,Please read chat#GF; 5!d-1!c-(4-3) max 13 HCP; or 444-1!c game or slam
1N--2D--2H--2S--2N--3D--,3H,4!h; relay
1N--2D--2H--2S--2N--3D--3H--,3N,5!d-4!h-3!s-1!c
1N--2D--2H--2S--2N--3D--3H--,3S,5!d-4!s-3!h-1!c
1N--2D--2H--2S--2N--3D--3H--,4C,444-1!c
1N--2D--2H--2S--2N--3D--,3S,4!s; relay
1N--2D--2H--2S--2N--3D--3S--,3N,5!d-4!h-3!s-1!c
1N--2D--2H--2S--2N--3D--3S--,4C,5!d-4!s-3!h-1!c
1N--2D--2H--2S--2N--3D--3S--,4D,444-1!c
1N--2D--2H--2S--2N--,3H,GF; 444-1!s
1N--2D--2H--2S--2N--,3N,17+ balanced; forcing to 6N
1N--2D--2H--2S--2N--3N--,4C,4-5!c
1N--2D--2H--2S--2N--3N--,4D,2-3!c; 4-5!d
1N--2D--2H--2S--2N--3N--,4H,2-3!c; 2-3!d; 4!h
1N--2D--2H--2S--2N--3N--,4S,4!s-333
1N--2D--2H--2S--2N--,3S,GF; 444-1!h
1N--2D--2H--2S--2N--,4C,5!d-4!h-3!s-1!c 14+
1N--2D--2H--2S--2N--,4D,5!c-4!h-3!s-1!d 14+
1N--2D--2H--2S--2N--,4H,5!d-4!s-3!h-1!c 14+
1N--2D--2H--2S--2N--,4S,5!c-4!s-3!h-1!d 14+
1N--2D--2H--,3C,5+!h unbalanced; or 5!h332 16+ HCP
1N--2D--2H--3C--,3D,asks shortness
1N--2D--2H--3C--3D--,3H,a) xx or sing./void !s\\b) 16+; 5332
1N--2D--2H--3C--3D--,3N,sing. !c; no slam
1N--2D--2H--3C--3D--,3S,sing. !d
1N--2D--2H--3C--3D--,4C,slam interest; short !c or 5!h-4!d-2-2
1N--2D--2H--3C--3D--,4D,5!h-4!c-2-2 slam interest
1N--2D--2H--3C--3D--,4H,5!h-4!d-4!c
1N--2D--2H--3C--,3H,
1N--2D--2H--3C--,3N,no fit; no !c suit
1N--2D--2H--3C--,3S,5(4)+!c; denies 3!h
1N--2D--2H--,3D,6+!h; invite to game or slam
1N--2D--2H--3D--,3H,minimum; declines invite to game
1N--2D--2H--3D--3H--,3N,short !s; strong slam try
1N--2D--2H--3D--3H--,3S,balanced; strong slam try
1N--2D--2H--3D--3H--,4C,short !d; strong slam try
1N--2D--2H--3D--3H--,4D,short !c; strong slam try
1N--2D--2H--3D--3H--,4H,probably was a bad slam try
1N--2D--2H--3D--,3N,Please read chat#accepts invite; top !h honor; and all side suits stopped; invites a gambling 3N
1N--2D--2H--3D--,3S,accepts the invite (max or !h fit)
1N--2D--2H--3D--3S--,3N,slam interest; balanced
1N--2D--2H--3D--3S--,4C,slam interest; splinter
1N--2D--2H--3D--3S--,4D,slam interest; splinter
1N--2D--2H--3D--3S--,4H,was just a game invite
1N--2D--2H--3D--3S--,4S,slam interest; splinter
1N--2D--2H--,3H,5+!h-5+!c GF
1N--2D--2H--3H--,3N,no fit; good !d stopper
1N--2D--2H--3H--,3S,good !s; probably weak !d
1N--2D--2H--3H--,4C,Please read chat#!c fit; good for slam; usually denies 3!h
1N--2D--2H--3H--,4D,3+!h; good for slam
1N--2D--2H--3H--,4H,3+!h; bad for slam
1N--2D--2H--3H--,5C,!c fit; bad for slam
1N--2D--2H--,3N,5!h; choice of games
1N--2D--2H--,3S,5+!h-5+!d GF
1N--2D--2H--3S--,3N,no fit
1N--2D--2H--3S--,4C,3+!h; good for slam
1N--2D--2H--3S--,4D,!d fit; good for slam
1N--2D--2H--3S--,4H,3+!h; bad for slam
1N--2D--2H--3S--,5D,!d fit; bad for slam
1N--2D--2H--,4C,6+!h; splinter; mild slam try
1N--2D--2H--,4D,6+!h; splinter; mild slam try
1N--2D--2H--,4H,Please read chat#6+!h; mild slam try; probably 7 cards but suit not good enough to bid 4N
1N--2D--2H--,4N,6!h-322; quant
1N--2D--,2S,4+!h; maximum
1N--2D--2S--,2N,5+!h; weak or strong; transfer to 3!h
1N--2D--2S--2N--,3H,forced
1N--2D--2S--2N--3H--,3N,!s splinter; slam interest
1N--2D--2S--2N--3H--,3S,minor splinter; slam interest
1N--2D--2S--2N--3H--3S--,3N,asks shortness
1N--2D--2S--2N--3H--3S--3N--,4C,short !d
1N--2D--2S--2N--3H--3S--3N--,4D,short !c
1N--2D--2S--2N--3H--,4C,cue; 5+!h balanced; slam interest
1N--2D--2S--2N--3H--,4D,cue; 5+!h balanced; slam interest
1N--2D--2S--2N--3H--,4H,
1N--2D--2S--,3C,Please read chat#GF; 5!c-1!d-(4-3) max 13 HCP; or 444-1!d game or slam
1N--2D--2S--3C--,3D,relay with 0 or 2 majors
1N--2D--2S--3C--3D--,3H,5!c-4!h-3!s-1!d
1N--2D--2S--3C--3D--,3N,4!s-4!h-4!c-1!d; no slam
1N--2D--2S--3C--3D--,3S,5!c-4!s-3!h-1!d
1N--2D--2S--3C--3D--,4C,4!s-4!h-4!c-1!d; slam interest
1N--2D--2S--3C--,3H,relay; shows 4!h but denies 4!s
1N--2D--2S--3C--3H--,3N,444-1!d
1N--2D--2S--3C--3H--,3S,5!c-4!s-3!h-1!d
1N--2D--2S--3C--3H--,4C,5!c-4!h-3!s-1!d
1N--2D--2S--3C--,3S,relay; shows 4!s and denies 4!h
1N--2D--2S--3C--3S--,3N,5!c-4!h-3!s-1!d
1N--2D--2S--3C--3S--,4C,5!c-4!s-3!h-1!d
1N--2D--2S--3C--3S--,4D,444-1!d
1N--2D--2S--,3D,Please read chat#GF; 5!d-1!c-(4-3) max 13 HCP; or 444-1!c game or slam
1N--2D--2S--3D--,3H,4!h; relay
1N--2D--2S--3D--3H--,3N,5!d-4!h-3!s-1!c
1N--2D--2S--3D--3H--,3S,5!d-4!s-3!h-1!c
1N--2D--2S--3D--3H--,4C,444-1!c
1N--2D--2S--3D--,3S,4!s; relay
1N--2D--2S--3D--3S--,3N,5!d-4!h-3!s-1!c
1N--2D--2S--3D--3S--,4C,5!d-4!s-3!h-1!c
1N--2D--2S--3D--3S--,4D,444-1!c
1N--2D--2S--,3H,GF; 444-1!h
1N--2D--2S--,3N,17+ balanced; forcing to 6N
1N--2D--2S--3N--,4C,Please read chat#3 controls; bid suits up the line; forcing to 6N
1N--2D--2S--3N--,4D,Please read chat#4 controls; bid suits up the line; forcing to 6N
1N--2D--2S--3N--,4H,Please read chat#5 controls; bid suits up the line; forcing to 6N
1N--2D--2S--3N--,4S,Please read chat#6 controls; bid suits up the line; forcing to 6N
1N--2D--2S--,3S,GF; 444-1!s
1N--2D--2S--,4C,5!d-4!h-3!s-1!c 14+
1N--2D--2S--,4D,5!c-4!h-3!s-1!d 14+
1N--2D--2S--,4H,5!d-4!s-3!h-1!c 14+
1N--2D--2S--,4S,5!c-4!s-3!h-1!d 14+
1N--,2H,Please read chat#transfer;                                   a) 5+!s (not invite)                    b) 5+!d-5+!c; any strength; occas. 5-4 conc. in the suits
1N--2H--,2N,4+!s; max; !d are longer/better than !c
1N--2H--2N--,3C,5+!d-5+!c signoff
1N--2H--2N--,3D,5+!d-5+!c; short !h; GF
1N--2H--2N--,3H,re-transfer
1N--2H--2N--,3N,Please read chat#5-4 minors; 8-9 HCP; honors conc. in the suits
1N--2H--2N--,3S,5+!d-5+!c; short !s; GF
1N--2H--2N--,4C,6!c-5!d-1-1; F1
1N--2H--2N--,4D,6!d-5!c-1-1; NF
1N--2H--,2S,normal accept; only 4!s if minimum
1N--2H--2S--,2N,Please read chat#5+!d-5+!c; any strength; occas. 5-4 minors concentrated in the suits
1N--2H--2S--2N--,3C,preference
1N--2H--2S--2N--3C--,3D,6!d-5!c; invite or GF; no slam interest
1N--2H--2S--2N--3C--,3H,5!d-5!c; short !h; F1
1N--2H--2S--2N--3C--,3N,Please read chat#5-4 minors; 8-9 HCP; honors conc. in minors
1N--2H--2S--2N--3C--,3S,5!d-5!c; short !s; F1
1N--2H--2S--2N--3C--,4C,6!c-5!d-1-1; invite
1N--2H--2S--2N--3C--,4D,6!d-5!c-1-1; slam interest
1N--2H--2S--2N--3C--,4H,6KC RKC (AK!d; AK!c; Q!c)
1N--2H--2S--2N--3C--,4N,Please read chat#5-4 minors; quant.; honors conc. in minors
1N--2H--2S--2N--3C--,4S,RKC for !c
1N--2H--2S--2N--,3D,preference
1N--2H--2S--2N--3D--,3H,5!d-5!c; short !h; F1
1N--2H--2S--2N--3D--,3N,5-4; 8-9 HCP; conc. in the minors
1N--2H--2S--2N--3D--,3S,5!d-5!c; short !s; F1
1N--2H--2S--2N--3D--,4C,6!c-5!d-1-1; F1; invite or better
1N--2H--2S--2N--3D--,4D,6!d-5!c-1-1; invite to game
1N--2H--2S--2N--3D--,4H,6-KC RKC (AK!c; AK!d; Q!d)
1N--2H--2S--2N--3D--,4N,Please read chat#5-4 minors; quant; honors conc. in the minors
1N--2H--2S--2N--3D--,4S,RKC !d
1N--2H--2S--,3C,5+!s unbalanced GF; or 5!s-332 16+ HCP
1N--2H--2S--3C--,3D,relay
1N--2H--2S--3C--3D--,3H,xx or sing./void !h
1N--2H--2S--3C--3D--,3N,short !c; no slam interest
1N--2H--2S--3C--3D--,3S,short !d
1N--2H--2S--3C--3D--,4C,Please read chat#slam interest; 5!s-4!d-2-2 or 5!s-4!d short !c
1N--2H--2S--3C--3D--,4D,5!s-4!c-2-2; slam interest
1N--2H--2S--3C--3D--,4H,5!s-4!d-4!c slam interest
1N--2H--2S--3C--,3H,3!s; constructive
1N--2H--2S--3C--,3S,5(4) good !c
1N--2H--2S--,3D,6+!s; game invite or slam invite
1N--2H--2S--3D--,3H,accepts invite
1N--2H--2S--3D--3H--,3N,short !h; slam interest
1N--2H--2S--3D--3H--,3S,balanced; slam interest
1N--2H--2S--3D--3H--,4C,short !c; slam interest
1N--2H--2S--3D--3H--,4D,short !d; slam interest
1N--2H--2S--3D--3H--,4S,
1N--2H--2S--3D--,3N,Please read chat#accepts invite; top !s honor; all side stops; invites a gambling 3N
1N--2H--2S--3D--,3S,minimum; NF
1N--2H--2S--3D--3S--,3N,slam interest; balanced
1N--2H--2S--3D--3S--,4C,splinter; slam interest
1N--2H--2S--3D--3S--,4D,splinter; slam interest
1N--2H--2S--3D--3S--,4H,splinter; slam interest
1N--2H--2S--3D--3S--,4S,probably had a bad slam try
1N--2H--2S--,3H,5+!s-5+!c; GF
1N--2H--2S--3H--,3N,no fit
1N--2H--2S--3H--,3S,3+!s; good for slam
1N--2H--2S--3H--,4C,!c fit; good for slam
1N--2H--2S--3H--,4D,cue with !c fit
1N--2H--2S--3H--,4H,cue with !c fit
1N--2H--2S--3H--,4S,3+!s; bad hand for slam
1N--2H--2S--3H--,5C,fit; bad hand for slam
1N--2H--2S--,3N,choice of games; balanced
1N--2H--2S--,3S,5+!s-5+!d GF
1N--2H--2S--3S--,3N,no fit
1N--2H--2S--3S--,4C,3+!s; cue; good hand for slam
1N--2H--2S--3S--,4D,!d fit; good hand for slam
1N--2H--2S--3S--,4H,3+!s; cue; good hand for slam
1N--2H--2S--3S--,4S,3+!s; bad hand for slam
1N--2H--2S--3S--,5D,!d fit; bad hand or slam
1N--2H--2S--,4C,splinter; mild slam interest; 6+!s
1N--2H--2S--,4D,splinter; mild slam interest; 6+!s
1N--2H--2S--,4H,splinter; mild slam interest; 6+!s
1N--2H--2S--,4N,6!s-322; quant
1N--2H--2S--,4S,6+!s balanced; mild slam interest
1N--2H--,3C,4+!s; max; !c longer/better than !d
1N--2H--3C--,3D,5+!d-5+!c; short !h; GF
1N--2H--3C--,3H,re-transfer
1N--2H--3C--,3N,Please read chat#5-4 minors; 8-9 HCP; honors conc. in the suits
1N--2H--3C--,3S,5+!d-5+!c; short !s; GF
1N--2H--3C--,4C,6!c-5!d-1-1; NF
1N--2H--3C--,4D,6!d-5!c-1-1; slam interest
1N--,2N,Please read chat#a) 6+!c signoff                        b) 6+!c unbalanced GF              c) 6+!d GF with short !c
1N--2N--,3C,forced
1N--2N--3C--,3D,6+m- short om; GF
1N--2N--3C--3D--,3H,relay
1N--2N--3C--3D--3H--,3N,6+!d; short !c; no slam
1N--2N--3C--3D--3H--,3S,6+!c; short !d; no slam
1N--2N--3C--3D--3H--,4C,6+!c; short !d; slam interest
1N--2N--3C--3D--3H--,4D,6+!d; short !c; slam interest
1N--2N--3C--,3H,6+!c; short !h
1N--2N--3C--,3N,Please read chat#6+!c; mild slam interest; opener goes on with good fit and good controls
1N--2N--3C--,3S,6+!c; short !s
1N--2N--3C--,4C,7!c-222 slam interest
1N--2N--3C--,4D,6!c-5!d; no great slam interest
1N--2N--3C--4D--,4H,cue with good slam cards
1N--2N--3C--4D--,4S,cue with good slam cards
1N--2N--3C--4D--,5C,
1N--2N--3C--4D--,5D,
1N--2N--3C--,4H,6!c-5!h; no serious slam interest
1N--2N--3C--4H--,4S,cue; good hand for slam
1N--2N--3C--4H--,5C,
1N--2N--3C--4H--,5D,cue; good hand for slam
1N--2N--3C--,4N,Please read chat#6+!c; 14-15; not a great club suit; barely passable
1N--2N--3C--,4S,6!c-5!s; no serious slam interest
1N--2N--3C--4S--,5C,
1N--2N--3C--4S--,5D,cue; good hand for slam
1N--2N--3C--4S--,5H,cue; good hand for slam
1N--2N--3C--,5C,
1N--,2S,Please read chat#invite to 3NT; no M; balanced 8-9 HCP or 6m322 7-8 HCP
1N--2S--,2N,minimum
1N--2S--2N--,3C,6!c-322 7-8
1N--2S--2N--,3D,6!d-322 7-8
1N--2S--,3C,max; Jx/xx !c
1N--2S--,3D,max; Jx/xx !d; decent !c
1N--2S--,3H,maximum; Jx/xx !h; decent minors
1N--2S--,3N,max; no obvious danger
1N--2S--,3S,Please read chat#maxium; Jx/xx !s; all other suits decent
1N--,3C,6+!d; weak; GF ; or any slam interest
1N--3C--,3D,forced
1N--3C--3D--,3H,short !h; GF
1N--3C--3D--,3N,Please read chat#mild slam try; opener continues only with good !d fit and good controls
1N--3C--3D--,3S,short !s; GF
1N--3C--3D--,4C,6!d-5!c; no strong slam interest
1N--3C--3D--4C--,4D,sets !d; slam interest
1N--3C--3D--4C--,4H,cue for !c; slam interest
1N--3C--3D--4C--,4S,cue for !c; slam interest
1N--3C--3D--4C--,5C,
1N--3C--3D--4C--,5D,
1N--3C--3D--,4D,7222; slam interest
1N--3C--3D--,4H,6!d-5!h; no strong slam interest
1N--3C--3D--4H--,4S,cue; good hand for slam
1N--3C--3D--4H--,5C,cue; good hand for slam
1N--3C--3D--4H--,5D,
1N--3C--3D--,4N,Please read chat#6!d; 14-15 HCP; not a decent !d suit; barely passable
1N--3C--3D--,4S,6!d-5!s; no strong slam interest
1N--3C--3D--4S--,5C,cue; good hand for slam
1N--3C--3D--4S--,5D,
1N--3C--3D--4S--,5H,cue; good hand for slam
1N--3C--3D--,5D,
1N--,3D,14+ balanced; forcing to 4NT
1N--3D--,3H,3 controls; bid suits up the line
1N--3D--,3N,5 controls; bid suits up the line
1N--3D--,3S,4 controls; bid suits up the line
1N--3D--,4C,6 controls; bid suits up the line
1N--,3H,1!h3!s(54); GF
1N--3H--,3S,4 good !s
1N--3H--,4C,3!c-3!d or 4+!c
1N--3H--4C--,4D,5!d-4!c
1N--3H--,4D,4+!d
1N--3H--,4H,nothing wasted in !h
1N--,3S,1!s3!h(54); GF
1N--3S--,4C,3!c-3!d or 4+!c
1N--3S--4C--,4D,5!d-4!c
1N--3S--,4D,4+!d
1N--3S--,4H,4 good !h
1N--3S--,4S,nothing wasted in !s
1N--,4C,6+!h; GF but no slam interest
1N--4C--,4D,wants pd to play it for some reason
1N--4C--,4H,
1N--,4D,6+!s; GF but no slam interest
1N--4D--,4H,wants pd to play it for some reason
1N--4D--,4S,
1N--,4H,
1N--,4N,quant; 4333 15-16
1N--,4S,
1S2C,2D,nat NF
1S2C,2H,nat NF
1S2C,2N,invit raise
1S2C,2S,
1S2C,3C,5+!d; invite+
1S2C,3D,6(5)+!h; invite+
1S2C,3H,GF raise
1S2C,3N,good !c stoppers; short !s
1S2C,3S,4!s; pree
1S2C,Db,Please read chat#negative; invit+ balanced; or GF with 5!d or 5!h
1S2D,2H,nat; NF
1S2D,2N,5+!c; invit+
1S2D,2S,
1S2D,3C,invit raise
1S2D,3D,6(5)+!h; invit+
1S2D,3H,GF raise
1S2D,3N,good !d stoppers; short !s
1S2D,3S,4!s pree
1S2D,Db,Please read chat#negative; or invit+ balanced; or GF with 5!h or 5!c
1S2H,2N,5+!c; invit+
1S2H,2S,
1S2H,3C,5+!d; invit+
1S2H,3D,invit. raise
1S2H,3H,GF raise
1S2H,3N,good !h stoppers; short !s
1S2H,3S,4!s pree
1S2H,Db,Please read chat#negative; or invit+ balanced; or GF with a 5-crd minor
1S3C,4C,Please read chat#artif; GF raise but no ctrl in enemy suit
1S3C,4D,artif; GF raise with ctrl in enemy suit
1S3D,4C,Please read chat#artif; GF raise but no ctrl in enemy suit
1S3D,4D,artif; GF raise with ctrl in enemy suit
1S3H,4C,Please read chat#artif; GF raise but no ctrl in enemy suit
1S3H,4D,artif; GF raise with ctrl in enemy suit
,1S,standard; 10-24
1SDb,1N,5+!c
1SDb,2C,5+!d
1SDb,2D,5+!h
1SDb,2H,8-10; 3-4!s
1SDb,2N,4+!s GF
1SDb,2S,3-7; 3-4!s
1SDb,3C,3+!s; invite
1SDb,3D,4+!s; 6-9 HCP; unbalanced
1SDb,3H,4+!s; 10-13 HCP; unbalanced
1SDb,3N,good raise to 4!s
1SDb,3S,4!s; 0-4; pree
1SDb,Rd,10+ bal; forcing to 2N
1S--,1N,5-12 HCP; denies 3+!s; forcing
1S--1N--,2C,Please read chat#Gazilli:                                   a) 3+!c 11-16                            b) most 17+ HCP hands
1S--1N--2C--,2D,8(7)+ HCP relay; GF opposite 17+
1S--1N--2C--2D--,2H,5!s-4other; 17+
1S--1N--2C--2D--2H--,2S,relay
1S--1N--2C--2D--2H--2S--,2N,5!s-4!c
1S--1N--2C--2D--2H--2S--2N--,3C,4+!c; GF
1S--1N--2C--2D--2H--2S--,3C,5!s-4!d
1S--1N--2C--2D--2H--2S--3C--,3D,4+!d GF
1S--1N--2C--2D--2H--2S--,3D,5!s-4!h
1S--1N--2C--2D--2H--2S--3D--,3H,4+!h; GF
1S--1N--2C--2D--2H--,3C,5+!c GF
1S--1N--2C--2D--2H--,3D,5+!d; GF
1S--1N--2C--2D--2H--,3H,5!h GF
1S--1N--2C--2D--,2N,5!s-332 15-16
1S--1N--2C--2D--,2S,5!s-3+!c 11-16
1S--1N--2C--2D--,3C,5+!s-5+!c; 17+
1S--1N--2C--2D--3C--,3D,relay; asks shape; GAR
1S--1N--2C--2D--3C--3D--,3H,5!s-4!c
1S--1N--2C--2D--3C--3D--3H--,3S,asks shortness
1S--1N--2C--2D--3C--3D--3H--3S--,3N,2-2
1S--1N--2C--2D--3C--3D--3H--3S--,4C,sing. !h
1S--1N--2C--2D--3C--3D--3H--3S--,4D,sing. !d
1S--1N--2C--2D--3C--3D--,3N,5+!s-5+!c; short !h
1S--1N--2C--2D--3C--3D--,3S,6+!s-4!c
1S--1N--2C--2D--3C--3D--3S--,4C,asks shortness
1S--1N--2C--2D--3C--3D--3S--4C--,4D,short !h
1S--1N--2C--2D--3C--3D--3S--4C--,4H,short !d
1S--1N--2C--2D--3C--3D--,4C,5+!s-5+!c short  !d
1S--1N--2C--2D--,3D,5+!s-5+!d; 17+
1S--1N--2C--2D--,3H,5+!s-5+!h; 17+
1S--1N--2C--2D--,3N,5!s-332 18-20
1S--1N--2C--2D--,3S,6+!s; 17+
1S--1N--2C--,2H,5+!h; 5-9 HCP
1S--1N--2C--,2N,Please read chat#5-6(7) HCP; 5+!d; short !s; possibly 4!c too
1S--1N--2C--,2S,2!s; 5-6(7)
1S--1N--2C--,3C,5+!c; 5-6(7) HCP; short !s
1S--1N--2C--,3D,8-10; 6+!d
1S--1N--2C--,3H,5+!c; 8-10; short !h
1S--1N--2C--,3S,5+!c; 8-10; short !s
1S--1N--,2D,3+!d; 11-16
1S--1N--2D--,2H,
1S--1N--2D--,2N,10-11
1S--1N--2D--,2S,2!s
1S--1N--2D--,3C,6+!c; weak; short !s
1S--1N--2D--,3D,9-11; 4+!d
1S--1N--2D--,3H,5+!d; 9-11; short !h
1S--1N--2D--,3N,5+!d; 9-11; short !c
1S--1N--2D--,3S,5+!d; 9-11; short !s
1S--1N--,2H,4+!h; 11-16
1S--1N--2H--,2S,
1S--1N--2H--,3C,6+!c weak; short !s
1S--1N--2H--,3D,6+!d weak; short !s
1S--1N--2H--,3H,8-10
1S--1N--2H--,4H,
1S--1N--,2N,6!s-4 other; 4/5 losers
1S--1N--2N--,3C,GF relay
1S--1N--2N--3C--,3D,4!h
1S--1N--2N--3C--,3H,4!d
1S--1N--2N--3C--,3S,4!c
1S--1N--2N--,3D,
1S--1N--2N--,3H,
1S--1N--2N--,3S,
1S--1N--,2S,6+!s 11-14
1S--1N--,3C,5+!s-5+!c; 11-15; 5-5.5 losers
1S--1N--,3D,5+!s-5+!d; 11-15; 5-5.5 losers
1S--1N--,3H,5+!s-5+!h; 11-15; 5-5.5 losers
1S--1N--,3S,14-16; 6+!s
1S--1N--,4C,6!s-5!c; 11-14
1S--1N--,4D,6!s-5!d; 11-14
1S--1N--,4H,6!s-5!h; 11-14
1S--1N--,4S,7+!s; about 5 losers
1S--,2C,Please read chat#a) GF relay; 3+!c\\b) 6+!c 9-11\\c) bal; GF\\d) hands like 5!h4!d3!s1!c GF\\\\could be 5+!d-5+!c if GF
1S--2C--,2D,11-15; denies 4+!h
1S--2C--2D--,2H,GF relay
1S--2C--2D--2H--,2N,1-suiter
1S--2C--2D--2H--2N--,3C,relay
1S--2C--2D--2H--2N--3C--,3D,6+!s; unbalanced
1S--2C--2D--2H--2N--3C--3D--,3H,asks shortness
