BBOalert
1C,1D,9-12HcP; 5+!D; NF
2C2D2NDb3H--4D--,4H,Minimum;weak supp
2C2D2NDb3H--4D--,4N,MAXIMUM;weak supp
2C2D2NDb3H--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2NDb3H--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2D2NDb3H--,4H,Signoff
2C2D2NDb3H--,4S,Signoff
2C2D2NDb3H--,5C,Signoff
2C2D2NDb3H--,5D,Signoff
2C2D2NDb,3S,0-1!S
2C2D2NDb3S--,3N,Signoff
2C2D2NDb3S--,4C,ASK trump
2C2D2NDb3S--4C--,4D,Minimum;weak supp
2C2D2NDb3S--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2NDb3S--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2NDb3S--4C--,4S,MAXIMUM;weak supp
2C2D2NDb3S--,4D,ASK trump
2C2D2NDb3S--4D--,4H,Minimum;weak supp
2C2D2NDb3S--4D--,4N,MAXIMUM;weak supp
2C2D2NDb3S--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2NDb3S--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2D2NDb3S--,4H,Signoff
2C2D2NDb3S--,4N,Set of trumf: !H. ASK trump
2C2D2NDb3S--4N--,5C,Minimum;weak supp
2C2D2NDb3S--4N--,5D,Minimum;GOOD supp  2 TOP-HONORs\\
2C2D2NDb3S--4N--,5H,MAXIMUM;weak supp
2C2D2NDb3S--4N--,5S,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2D2NDb3S--,4S,Signoff
2C2D2NDb3S--,5C,Signoff
2C2D2NDb3S--,5D,Signoff
2C2D2N--,3C,0-1!C
2C2D2N--3C--,3D,ASK trump
2C2D2N--3C--3D--,3H,Minimum;weak supp
2C2D2N--3C--3D--,3N,MAXIMUM;weak supp
2C2D2N--3C--3D--,3S,Minimum;GOOD supp  2 TOP-HONORs\\
2C2D2N--3C--3D--,4C,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2D2N--3C--,3H,ASK trump
2C2D2N--3C--3H--,3N,Minimum;GOOD supp  2 TOP-HONORs\\
2C2D2N--3C--3H--,3S,Minimum;weak supp
2C2D2N--3C--3H--,4C,MAXIMUM;weak supp
2C2D2N--3C--3H--,4D,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2D2N--3C--,3N,Signoff
2C2D2N--3C--,3S,ASK trump
2C2D2N--3C--3S--,3N,Minimum;weak supp
2C2D2N--3C--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3C--3S--,4D,MAXIMUM;weak supp
2C2D2N--3C--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2N--3C--,4H,Signoff
2C2D2N--3C--,4S,Signoff
2C2D2N--3C--,5C,Signoff
2C2D2N--3C--,5D,Signoff
2C2D2N--,3D,0-1!D
2C2D2N--3D--,3H,ASK trump
2C2D2N--3D--3H--,3N,Minimum;GOOD supp  2 TOP-HONORs\\
2C2D2N--3D--3H--,3S,Minimum;weak supp
2C2D2N--3D--3H--,4C,MAXIMUM;weak supp
2C2D2N--3D--3H--,4D,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2D2N--3D--,3N,Signoff
2C2D2N--3D--,3S,ASK trump
2C2D2N--3D--3S--,3N,Minimum;weak supp
2C2D2N--3D--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3D--3S--,4D,MAXIMUM;weak supp
2C2D2N--3D--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2N--3D--,4C,ASK trump
2C2D2N--3D--4C--,4D,Minimum;weak supp
2C2D2N--3D--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3D--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2N--3D--4C--,4S,MAXIMUM;weak supp
2C2D2N--3D--,4H,Signoff
2C2D2N--3D--,4S,Signoff
2C2D2N--3D--,5C,Signoff
2C2D2N--3D--,5D,Signoff
2C2D2N--,3H,0-1!H
2C2D2N--3H--,3N,Signoff
2C2D2N--3H--,3S,ASK trump
2C2D2N--3H--3S--,3N,Minimum;weak supp
2C2D2N--3H--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3H--3S--,4D,MAXIMUM;weak supp
2C2D2N--3H--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2N--3H--,4C,ASK trump
2C2D2N--3H--4C--,4D,Minimum;weak supp
2C2D2N--3H--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3H--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2N--3H--4C--,4S,MAXIMUM;weak supp
2C2D2N--3H--,4D,ASK trump
2C2D2N--3H--4D--,4H,Minimum;weak supp
2C2D2N--3H--4D--,4N,MAXIMUM;weak supp
2C2D2N--3H--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3H--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2D2N--3H--,4H,Signoff
2C2D2N--3H--,4S,Signoff
2C2D2N--3H--,5C,Signoff
2C2D2N--3H--,5D,Signoff
2C2D2N--,3S,0-1!S
2C2D2N--3S--,3N,Signoff
2C2D2N--3S--,4C,ASK trump
2C2D2N--3S--4C--,4D,Minimum;weak supp
2C2D2N--3S--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3S--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2D2N--3S--4C--,4S,MAXIMUM;weak supp
2C2D2N--3S--,4D,ASK trump
2C2D2N--3S--4D--,4H,Minimum;weak supp
2C2D2N--3S--4D--,4N,MAXIMUM;weak supp
2C2D2N--3S--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2D2N--3S--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2D2N--3S--,4H,Signoff
2C2D2N--3S--,4N,Set of trumf: !H. ASK trump
2C2D2N--3S--4N--,5C,Minimum;weak supp
2C2D2N--3S--4N--,5D,Minimum;GOOD supp  2 TOP-HONORs\\
2C2D2N--3S--4N--,5H,MAXIMUM;weak supp
2C2D2N--3S--4N--,5S,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2D2N--3S--,4S,Signoff
2C2D2N--3S--,5C,Signoff
2C2D2N--3S--,5D,Signoff
2C2D,2S,Weak; 5+!S; Signoff unless short suit
2C2D,Db,Positive. Penalty???
2C2DDbDb,2H,11-14HcP; LTC: 6
2C2DDbDb2H--,2S,ASK short
2C2DDbDb2H--2S--,2N,0-1!C
2C2DDbDb2H--2S--2N--,3C,ASK single or void
2C2DDbDb2H--2S--2N--3C--,3D,4-4-5-0
2C2DDbDb2H--2S--2N--3C--,3N,4-4-4-1
2C2DDbDb2H--2S--,3C,0-1!D
2C2DDbDb2H--2S--3C--,3D,ASK single or void
2C2DDbDb2H--2S--3C--3D--,3N,4-4-1-4
2C2DDbDb2H--2S--3C--3D--,4C,4-4-0-5
2C2DDbDb2H--2S--,3D,0-1!H
2C2DDbDb2H--2S--3D--,3H,ASK single or void
2C2DDbDb2H--2S--3D--3H--,3N,4-1-4-4
2C2DDbDb2H--2S--3D--3H--,4C,4-0-4-5
2C2DDbDb2H--2S--3D--3H--,4D,4-0-5-4
2C2DDbDb2H--2S--,3H,0-1!S
2C2DDbDb2H--2S--3H--,3S,ASK single or void
2C2DDbDb2H--2S--3H--3S--,3N,1-4-4-4
2C2DDbDb2H--2S--3H--3S--,4C,0-4-4-5
2C2DDbDb2H--2S--3H--3S--,4D,0-4-5-4
2C2DDbDb,2N,18-21HcP; LTC: 4
2C2DDbDb2N--,3C,ASK short
2C2DDbDb2N--3C--,3D,0-1!H
2C2DDbDb2N--3C--3D--,3H,ASK single or void
2C2DDbDb2N--3C--3D--3H--,3N,4-1-4-4
2C2DDbDb2N--3C--3D--3H--,4C,4-0-4-5
2C2DDbDb2N--3C--3D--3H--,4D,4-0-5-4
2C2DDbDb2N--3C--,3H,0-1!S
2C2DDbDb2N--3C--3H--,3S,ASK single or void
2C2DDbDb2N--3C--3H--3S--,3N,1-4-4-4
2C2DDbDb2N--3C--3H--3S--,4C,0-4-4-5
2C2DDbDb2N--3C--3H--3S--,4D,0-4-5-4
2C2DDbDb2N--3C--,3S,0-1!C
2C2DDbDb2N--3C--3S--,3N,Signoff
2C2DDbDb2N--3C--3S--,4C,ASK single or void
2C2DDbDb2N--3C--3S--4C--,4D,4-4-5-0
2C2DDbDb2N--3C--3S--4C--,4N,4-4-4-1
2C2DDbDb2N--3C--,4C,0-1!D
2C2DDbDb2N--3C--4C--,4D,ASK single or void
2C2DDbDb2N--3C--4C--4D--,4N,4-4-1-4
2C2DDbDb2N--3C--4C--4D--,5C,4-4-0-5
2C2DDbDb2N--3C--4C--,4N,Signoff
2C2DDbDb,2S,15-18HcP; LTC: 5
2C2DDbDb2S--,2N,ASK short
2C2DDbDb2S--2N--,3C,0-1!D
2C2DDbDb2S--2N--3C--,3D,ASK single or void
2C2DDbDb2S--2N--3C--3D--,3N,4-4-1-4
2C2DDbDb2S--2N--3C--3D--,4C,4-4-0-5
2C2DDbDb2S--2N--,3D,0-1!H
2C2DDbDb2S--2N--3D--,3H,ASK single or void
2C2DDbDb2S--2N--3D--3H--,3N,4-1-4-4
2C2DDbDb2S--2N--3D--3H--,4C,4-0-4-5
2C2DDbDb2S--2N--3D--3H--,4D,4-0-5-4
2C2DDbDb2S--2N--,3H,0-1!S
2C2DDbDb2S--2N--3H--,3S,ASK single or void
2C2DDbDb2S--2N--3H--3S--,3N,1-4-4-4
2C2DDbDb2S--2N--3H--3S--,4C,0-4-4-5
2C2DDbDb2S--2N--3H--3S--,4D,0-4-5-4
2C2DDbDb2S--2N--,3S,0-1!C
2C2DDbDb2S--2N--3S--,3N,Signoff
2C2DDbDb2S--2N--3S--,4C,ASK single or void
2C2DDbDb2S--2N--3S--4C--,4D,4-4-5-0
2C2DDbDb2S--2N--3S--4C--,4N,4-4-4-1
2C2DDbDb,3C,21+HcP; LTC: 3
2C2DDbDb3C--,3D,ASK short
2C2DDbDb3C--3D--,3H,0-1!S
2C2DDbDb3C--3D--3H--,3S,ASK single or void
2C2DDbDb3C--3D--3H--3S--,3N,1-4-4-4
2C2DDbDb3C--3D--3H--3S--,4C,0-4-4-5
2C2DDbDb3C--3D--3H--3S--,4D,0-4-5-4
2C2DDbDb3C--3D--,3S,0-1!C
2C2DDbDb3C--3D--3S--,3N,Signoff
2C2DDbDb3C--3D--3S--,4C,ASK single or void
2C2DDbDb3C--3D--3S--4C--,4D,4-4-5-0
2C2DDbDb3C--3D--3S--4C--,4N,4-4-4-1
2C2DDbDb3C--3D--,4C,0-1!D
2C2DDbDb3C--3D--4C--,4D,ASK single or void
2C2DDbDb3C--3D--4C--4D--,4N,4-4-1-4
2C2DDbDb3C--3D--4C--4D--,5C,4-4-0-5
2C2DDbDb3C--3D--4C--,4N,Signoff
2C2DDbDb3C--3D--,4D,0-1!H
2C2DDbDb3C--3D--4D--,4H,ASK single or void
2C2DDbDb3C--3D--4D--4H--,4N,4-1-4-4
2C2DDbDb3C--3D--4D--4H--,5C,4-0-4-5
2C2DDbDb3C--3D--4D--4H--,5D,4-0-5-4
2C2DDbDb3C--3D--4D--,4N,Signoff
2C2DDbDb,3D,LTC: <3
2C2DDbDb3D--,3H,ASK short
2C2DDbDb3D--3H--,3S,0-1!C
2C2DDbDb3D--3H--3S--,3N,Signoff
2C2DDbDb3D--3H--3S--,4C,ASK single or void
2C2DDbDb3D--3H--3S--4C--,4D,4-4-5-0
2C2DDbDb3D--3H--3S--4C--,4N,4-4-4-1
2C2DDbDb3D--3H--,4C,0-1!D
2C2DDbDb3D--3H--4C--,4D,ASK single or void
2C2DDbDb3D--3H--4C--4D--,4N,4-4-1-4
2C2DDbDb3D--3H--4C--4D--,5C,4-4-0-5
2C2DDbDb3D--3H--4C--,4N,Signoff
2C2DDbDb3D--3H--,4D,0-1!H
2C2DDbDb3D--3H--4D--,4H,ASK single or void
2C2DDbDb3D--3H--4D--4H--,4N,4-1-4-4
2C2DDbDb3D--3H--4D--4H--,5C,4-0-4-5
2C2DDbDb3D--3H--4D--4H--,5D,4-0-5-4
2C2DDbDb3D--3H--4D--,4N,Signoff
2C2DDbDb3D--3H--,4H,0-1!S
2C2DDbDb3D--3H--4H--,4S,ASK single or void
2C2DDbDb3D--3H--4H--4S--,4N,1-4-4-4
2C2DDbDb3D--3H--4H--4S--,5C,0-4-4-5
2C2DDbDb3D--3H--4H--4S--,5D,0-4-5-4
2C2DDb--,--,To play; 2+!D
2C2DDbRd,--,To play
2C2D,--,Weak
2C2D----,2H,4!H; short !D
2C2D----,2S,4!S; short !D
2C2D----,Db,4+!D
2C2D,Rd,Positive; 3+!C
2C2H,2N,Positive; 1-2 cards in opps. ASK short
2C2H2NDb,3C,0-1!C
2C2H2NDb3C--,3D,ASK trump
2C2H2NDb3C--3D--,3H,Minimum;weak supp
2C2H2NDb3C--3D--,3N,MAXIMUM;weak supp
2C2H2NDb3C--3D--,3S,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3C--3D--,4C,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3C--,3H,ASK trump
2C2H2NDb3C--3H--,3N,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3C--3H--,3S,Minimum;weak supp
2C2H2NDb3C--3H--,4C,MAXIMUM;weak supp
2C2H2NDb3C--3H--,4D,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3C--,3N,Signoff
2C2H2NDb3C--,3S,ASK trump
2C2H2NDb3C--3S--,3N,Minimum;weak supp
2C2H2NDb3C--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3C--3S--,4D,MAXIMUM;weak supp
2C2H2NDb3C--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3C--,4H,Signoff
2C2H2NDb3C--,4S,Signoff
2C2H2NDb3C--,5C,Signoff
2C2H2NDb3C--,5D,Signoff
2C2H2NDb,3D,0-1!D
2C2H2NDb3D--,3H,ASK trump
2C2H2NDb3D--3H--,3N,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3D--3H--,3S,Minimum;weak supp
2C2H2NDb3D--3H--,4C,MAXIMUM;weak supp
2C2H2NDb3D--3H--,4D,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3D--,3N,Signoff
2C2H2NDb3D--,3S,ASK trump
2C2H2NDb3D--3S--,3N,Minimum;weak supp
2C2H2NDb3D--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3D--3S--,4D,MAXIMUM;weak supp
2C2H2NDb3D--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3D--,4C,ASK trump
2C2H2NDb3D--4C--,4D,Minimum;weak supp
2C2H2NDb3D--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3D--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3D--4C--,4S,MAXIMUM;weak supp
2C2H2NDb3D--,4H,Signoff
2C2H2NDb3D--,4S,Signoff
2C2H2NDb3D--,5C,Signoff
2C2H2NDb3D--,5D,Signoff
2C2H2NDb,3H,0-1!H
2C2H2NDb3H--,3N,Signoff
2C2H2NDb3H--,3S,ASK trump
2C2H2NDb3H--3S--,3N,Minimum;weak supp
2C2H2NDb3H--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3H--3S--,4D,MAXIMUM;weak supp
2C2H2NDb3H--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3H--,4C,ASK trump
2C2H2NDb3H--4C--,4D,Minimum;weak supp
2C2H2NDb3H--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3H--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3H--4C--,4S,MAXIMUM;weak supp
2C2H2NDb3H--,4D,ASK trump
2C2H2NDb3H--4D--,4H,Minimum;weak supp
2C2H2NDb3H--4D--,4N,MAXIMUM;weak supp
2C2H2NDb3H--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3H--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2H2NDb3H--,4H,Signoff
2C2H2NDb3H--,4S,Signoff
2C2H2NDb3H--,5C,Signoff
2C2H2NDb3H--,5D,Signoff
2C2H2NDb,3S,0-1!S
2C2H2NDb3S--,3N,Signoff
2C2H2NDb3S--,4C,ASK trump
2C2H2NDb3S--4C--,4D,Minimum;weak supp
2C2H2NDb3S--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3S--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3S--4C--,4S,MAXIMUM;weak supp
2C2H2NDb3S--,4D,ASK trump
2C2H2NDb3S--4D--,4H,Minimum;weak supp
2C2H2NDb3S--4D--,4N,MAXIMUM;weak supp
2C2H2NDb3S--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2NDb3S--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2H2NDb3S--,4H,Signoff
2C2H2NDb3S--,4N,Set of trumf: !H. ASK trump
2C2H2NDb3S--4N--,5C,Minimum;weak supp
2C2H2NDb3S--4N--,5D,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3S--4N--,5H,MAXIMUM;weak supp
2C2H2NDb3S--4N--,5S,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2NDb3S--,4S,Signoff
2C2H2NDb3S--,5C,Signoff
2C2H2NDb3S--,5D,Signoff
2C2H2N--,3C,0-1!C
2C2H2N--3C--,3D,ASK trump
2C2H2N--3C--3D--,3H,Minimum;weak supp
2C2H2N--3C--3D--,3N,MAXIMUM;weak supp
2C2H2N--3C--3D--,3S,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2N--3C--3D--,4C,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2N--3C--,3H,ASK trump
2C2H2N--3C--3H--,3N,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2N--3C--3H--,3S,Minimum;weak supp
2C2H2N--3C--3H--,4C,MAXIMUM;weak supp
2C2H2N--3C--3H--,4D,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2N--3C--,3N,Signoff
2C2H2N--3C--,3S,ASK trump
2C2H2N--3C--3S--,3N,Minimum;weak supp
2C2H2N--3C--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3C--3S--,4D,MAXIMUM;weak supp
2C2H2N--3C--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2N--3C--,4H,Signoff
2C2H2N--3C--,4S,Signoff
2C2H2N--3C--,5C,Signoff
2C2H2N--3C--,5D,Signoff
2C2H2N--,3D,0-1!D
2C2H2N--3D--,3H,ASK trump
2C2H2N--3D--3H--,3N,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2N--3D--3H--,3S,Minimum;weak supp
2C2H2N--3D--3H--,4C,MAXIMUM;weak supp
2C2H2N--3D--3H--,4D,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2N--3D--,3N,Signoff
2C2H2N--3D--,3S,ASK trump
2C2H2N--3D--3S--,3N,Minimum;weak supp
2C2H2N--3D--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3D--3S--,4D,MAXIMUM;weak supp
2C2H2N--3D--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2N--3D--,4C,ASK trump
2C2H2N--3D--4C--,4D,Minimum;weak supp
2C2H2N--3D--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3D--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2N--3D--4C--,4S,MAXIMUM;weak supp
2C2H2N--3D--,4H,Signoff
2C2H2N--3D--,4S,Signoff
2C2H2N--3D--,5C,Signoff
2C2H2N--3D--,5D,Signoff
2C2H2N--,3H,0-1!H
2C2H2N--3H--,3N,Signoff
2C2H2N--3H--,3S,ASK trump
2C2H2N--3H--3S--,3N,Minimum;weak supp
2C2H2N--3H--3S--,4C,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3H--3S--,4D,MAXIMUM;weak supp
2C2H2N--3H--3S--,4H,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2N--3H--,4C,ASK trump
2C2H2N--3H--4C--,4D,Minimum;weak supp
2C2H2N--3H--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3H--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2N--3H--4C--,4S,MAXIMUM;weak supp
2C2H2N--3H--,4D,ASK trump
2C2H2N--3H--4D--,4H,Minimum;weak supp
2C2H2N--3H--4D--,4N,MAXIMUM;weak supp
2C2H2N--3H--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3H--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2H2N--3H--,4H,Signoff
2C2H2N--3H--,4S,Signoff
2C2H2N--3H--,5C,Signoff
2C2H2N--3H--,5D,Signoff
2C2H2N--,3S,0-1!S
2C2H2N--3S--,3N,Signoff
2C2H2N--3S--,4C,ASK trump
2C2H2N--3S--4C--,4D,Minimum;weak supp
2C2H2N--3S--4C--,4H,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3S--4C--,4N,MAXIMUM;GOOD supp 2 TOP-HONORs\\
2C2H2N--3S--4C--,4S,MAXIMUM;weak supp
2C2H2N--3S--,4D,ASK trump
2C2H2N--3S--4D--,4H,Minimum;weak supp
2C2H2N--3S--4D--,4N,MAXIMUM;weak supp
2C2H2N--3S--4D--,4S,Minimum;GOOD supp 2 TOP-HONORs\\
2C2H2N--3S--4D--,5C,MAXIMUM;GOOD supp  2 TOP-HONORs
2C2H2N--3S--,4H,Signoff
2C2H2N--3S--,4N,Set of trumf: !H. ASK trump
2C2H2N--3S--4N--,5C,Minimum;weak supp
2C2H2N--3S--4N--,5D,Minimum;GOOD supp  2 TOP-HONORs\\
2C2H2N--3S--4N--,5H,MAXIMUM;weak supp
2C2H2N--3S--4N--,5S,MAXIMUM;GOOD supp  2 TOP-HONORs\\
2C2H2N--3S--,4S,Signoff
2C2H2N--3S--,5C,Signoff
2C2H2N--3S--,5D,Signoff
2C2H,2S,Weak; 5+!S; Signoff unless short suit
2C2H,Db,Positive. Penalty???
2C2HDbDb,2H,11-14HcP; LTC: 6
2C2HDbDb2H--,2S,ASK short
2C2HDbDb2H--2S--,2N,0-1!C
2C2HDbDb2H--2S--2N--,3C,ASK single or void
2C2HDbDb2H--2S--2N--3C--,3D,4-4-5-0
2C2HDbDb2H--2S--2N--3C--,3N,4-4-4-1
2C2HDbDb2H--2S--,3C,0-1!D
2C2HDbDb2H--2S--3C--,3D,ASK single or void
2C2HDbDb2H--2S--3C--3D--,3N,4-4-1-4
2C2HDbDb2H--2S--3C--3D--,4C,4-4-0-5
2C2HDbDb2H--2S--,3D,0-1!H
2C2HDbDb2H--2S--3D--,3H,ASK single or void
2C2HDbDb2H--2S--3D--3H--,3N,4-1-4-4
2C2HDbDb2H--2S--3D--3H--,4C,4-0-4-5
2C2HDbDb2H--2S--3D--3H--,4D,4-0-5-4
2C2HDbDb2H--2S--,3H,0-1!S
2C2HDbDb2H--2S--3H--,3S,ASK single or void
2C2HDbDb2H--2S--3H--3S--,3N,1-4-4-4
2C2HDbDb2H--2S--3H--3S--,4C,0-4-4-5
2C2HDbDb2H--2S--3H--3S--,4D,0-4-5-4
2C2HDbDb,2N,18-21HcP; LTC: 4
2C2HDbDb2N--,3C,ASK short
2C2HDbDb2N--3C--,3D,0-1!H
2C2HDbDb2N--3C--3D--,3H,ASK single or void
2C2HDbDb2N--3C--3D--3H--,3N,4-1-4-4
2C2HDbDb2N--3C--3D--3H--,4C,4-0-4-5
2C2HDbDb2N--3C--3D--3H--,4D,4-0-5-4
2C2HDbDb2N--3C--,3H,0-1!S
2C2HDbDb2N--3C--3H--,3S,ASK single or void
2C2HDbDb2N--3C--3H--3S--,3N,1-4-4-4
2C2HDbDb2N--3C--3H--3S--,4C,0-4-4-5
2C2HDbDb2N--3C--3H--3S--,4D,0-4-5-4
2C2HDbDb2N--3C--,3S,0-1!C
2C2HDbDb2N--3C--3S--,3N,Signoff
2C2HDbDb2N--3C--3S--,4C,ASK single or void
2C2HDbDb2N--3C--3S--4C--,4D,4-4-5-0
2C2HDbDb2N--3C--3S--4C--,4N,4-4-4-1
2C2HDbDb2N--3C--,4C,0-1!D
2C2HDbDb2N--3C--4C--,4D,ASK single or void
2C2HDbDb2N--3C--4C--4D--,4N,4-4-1-4
2C2HDbDb2N--3C--4C--4D--,5C,4-4-0-5
2C2HDbDb2N--3C--4C--,4N,Signoff
2C2HDbDb,2S,15-18HcP; LTC: 5
2C2HDbDb2S--,2N,ASK short
2C2HDbDb2S--2N--,3C,0-1!D
2C2HDbDb2S--2N--3C--,3D,ASK single or void
2C2HDbDb2S--2N--3C--3D--,3N,4-4-1-4
2C2HDbDb2S--2N--3C--3D--,4C,4-4-0-5
2C2HDbDb2S--2N--,3D,0-1!H
2C2HDbDb2S--2N--3D--,3H,ASK single or void
2C2HDbDb2S--2N--3D--3H--,3N,4-1-4-4
2C2HDbDb2S--2N--3D--3H--,4C,4-0-4-5
2C2HDbDb2S--2N--3D--3H--,4D,4-0-5-4
2C2HDbDb2S--2N--,3H,0-1!S
2C2HDbDb2S--2N--3H--,3S,ASK single or void
2C2HDbDb2S--2N--3H--3S--,3N,1-4-4-4
2C2HDbDb2S--2N--3H--3S--,4C,0-4-4-5
2C2HDbDb2S--2N--3H--3S--,4D,0-4-5-4
2C2HDbDb2S--2N--,3S,0-1!C
2C2HDbDb2S--2N--3S--,3N,Signoff
2C2HDbDb2S--2N--3S--,4C,ASK single or void
2C2HDbDb2S--2N--3S--4C--,4D,4-4-5-0
2C2HDbDb2S--2N--3S--4C--,4N,4-4-4-1
2C2HDbDb,3C,21+HcP; LTC: 3
2C2HDbDb3C--,3D,ASK short
2C2HDbDb3C--3D--,3H,0-1!S
2C2HDbDb3C--3D--3H--,3S,ASK single or void
2C2HDbDb3C--3D--3H--3S--,3N,1-4-4-4
2C2HDbDb3C--3D--3H--3S--,4C,0-4-4-5
2C2HDbDb3C--3D--3H--3S--,4D,0-4-5-4
2C2HDbDb3C--3D--,3S,0-1!C
2C2HDbDb3C--3D--3S--,3N,Signoff
2C2HDbDb3C--3D--3S--,4C,ASK single or void
2C2HDbDb3C--3D--3S--4C--,4D,4-4-5-0
2C2HDbDb3C--3D--3S--4C--,4N,4-4-4-1
2C2HDbDb3C--3D--,4C,0-1!D
2C2HDbDb3C--3D--4C--,4D,ASK single or void
2C2HDbDb3C--3D--4C--4D--,4N,4-4-1-4
2C2HDbDb3C--3D--4C--4D--,5C,4-4-0-5
2C2HDbDb3C--3D--4C--,4N,Signoff
2C2HDbDb3C--3D--,4D,0-1!H
2C2HDbDb3C--3D--4D--,4H,ASK single or void
2C2HDbDb3C--3D--4D--4H--,4N,4-1-4-4
2C2HDbDb3C--3D--4D--4H--,5C,4-0-4-5
2C2HDbDb3C--3D--4D--4H--,5D,4-0-5-4
